"CrimeType","DateTime","CaseNumber","Description","PoliceBeat","Address","City","State"
"ASSAULT","2018-03-31 11:00:00","18-016467","THREAT CRIME:INT:TERRORIZE","33X","1100 98TH AV","Oakland","CA"
"ARSON","2018-04-02 00:22:00","18-016469","MAL SET/ETC FIRE PROP/ETC - MOTOR VEHICLES","02Y","7TH ST & FRONTAGE RD","Oakland","CA"
"ASSAULT","2018-04-02 00:13:00","18-016470","BATTERY","24Y","2700 35TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-02 00:19:00","18-016471","VEHICLE THEFT - AUTO","31Y","8400 EDES AV","Oakland","CA"
"ASSAULT","2018-04-02 00:37:00","18-016473","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","30X","7100 KRAUSE AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-02 00:20:00","18-016474","VEHICLE THEFT - AUTO","30X","8900 PLYMOUTH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-01 11:00:00","18-016476","VEHICLE THEFT - AUTO","27Y","5700 ELIZABETH ST","Oakland","CA"
"ROBBERY","2018-04-02 01:00:00","18-016477","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","27Y","1400 47TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-01 08:00:00","18-016478","VEHICLE THEFT - AUTO","30Y","7700 CREST AV","Oakland","CA"
"ASSAULT","2018-04-02 02:11:00","18-016479","BATTERY ON PEACE OFFICER/EMERGENCY PERSONNEL/ETC","34X","8300 BIRCH ST","Oakland","CA"
"BURGLARY","2018-04-02 01:35:00","18-016480","BURGLARY-FORCIBLE ENTRY","19X","1200 10TH AV","Oakland","CA"
"ROBBERY","2018-04-02 05:14:00","18-016485","ROBBERY-FIREARM","33X","1200 90TH AV","Oakland","CA"
"THEFT/LARCENY","2018-04-02 06:00:00","18-016486","THEFT:PERSONAL PROPERTY","30X","1400 80TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-31 06:30:00","18-016487","VEHICLE THEFT - AUTO","30Y","MACARTHUR BLVD & RITCHIE ST","Oakland","CA"
"VANDALISM","2018-04-02 07:15:00","18-016488","VANDALISM [UNDER $400]","02Y","1600 13TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-02 02:00:00","18-016492","VEHICLE THEFT - AUTO","77X","00 ","Oakland","CA"
"VANDALISM","2018-04-02 01:00:00","18-016494","VANDALISM","21X","2500 E 20TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-31 12:00:00","18-016499","VEHICLE THEFT - AUTO","16Y","1300 HAMPEL ST","Oakland","CA"
"THEFT/LARCENY","2018-04-02 08:41:00","18-016501","THEFT","77X","2200 OLIVE ST","Oakland","CA"
"BURGLARY","2018-04-02 20:43:00","18-016511","BURGLARY-FORCIBLE ENTRY","25X","4100 MACARTHUR BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-31 11:00:00","18-016513","VEHICLE THEFT - AUTO","33X","1000 84TH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-31 20:00:00","18-016359","BURGLARY-AUTO","10X","1000 54TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-01 02:30:00","18-016360","VEHICLE THEFT - AUTO","19X","1800 EMBARCADERO","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-01 01:00:00","18-016362","VEHICLE THEFT - AUTO","19X","1500 2ND AV","Oakland","CA"
"ASSAULT","2018-04-01 09:38:00","18-016364","BATTERY","19X","500 INTERNATIONAL BLVD","Oakland","CA"
"THEFT/LARCENY","2018-04-01 10:13:00","18-016365","THEFT:PERSONAL PROPERTY","27Y","2100 SEMINARY AV","Oakland","CA"
"THEFT/LARCENY","2018-03-31 18:00:00","18-016367","THEFT","25Y","500 CANYON OAKS DR","Oakland","CA"
"ASSAULT","2018-04-01 13:10:00","18-016381","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","29X","3300 62ND AV","Oakland","CA"
"ASSAULT","2018-03-31 13:30:00","18-016318","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","32X","900 105TH AV","Oakland","CA"
"ASSAULT","2018-04-01 01:05:00","18-016323","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT","13Z","5800 HARBORD DR","Oakland","CA"
"ASSAULT","2018-03-31 19:30:00","18-016329","BATTERY","26Y","1000 70TH AV","Oakland","CA"
"ASSAULT","2018-03-31 18:53:00","18-016331","FORCE/ADW-OTHER DANGEROUS WEAPON:GBI","24X","2200 35TH AV","Oakland","CA"
"THEFT/LARCENY","2018-04-01 02:00:00","18-016332","BURGLARY-AUTO","03X","300 12TH ST","Oakland","CA"
"WEAPONS","2018-04-01 02:00:00","18-016333","CARRY CONCEALED WEAPON IN VEHICLE","05X","1600 14TH ST","Oakland","CA"
"ASSAULT","2018-04-01 02:36:00","18-016336","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","10X","1000 61ST ST","Oakland","CA"
"ASSAULT","2018-04-01 03:09:00","18-016337","BATTERY","04X","1800 WEBSTER ST","Oakland","CA"
"ASSAULT","2018-04-01 03:06:00","18-016340","WILLFUL DISCHARGE FIREARM IN NEGLIGENT MANNER","26Y","1200 80TH AV","Oakland","CA"
"ASSAULT","2018-04-01 03:47:00","18-016344","BATTERY","04X","1400 BROADWAY","Oakland","CA"
"THEFT/LARCENY","2018-02-22 21:15:00","18-903502","BURGLARY-AUTO","04X","17TH ST & BROADWAY","Oakland","CA"
"ASSAULT","2018-04-01 04:55:00","18-016347","BATTERY","18Y","2200 E 22ND ST","Oakland","CA"
"ASSAULT","2018-04-01 05:35:00","18-016349","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","10Y","800 52ND ST","Oakland","CA"
"VANDALISM","2018-04-01 05:45:00","18-016351","VANDALISM","35X","9000 PALMERA CT","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-31 02:30:00","18-016356","VEHICLE THEFT - AUTO","19X","1800 EMBARCADERO","Oakland","CA"
"ASSAULT","2018-04-01 08:00:00","18-016357","BATTERY","03Y","900 WASHINGTON ST","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-04-01 08:30:00","18-016358","POSSESS/PURCHASE COCAINE BASE FOR SALE","08X","600 23RD ST","Oakland","CA"
"THEFT/LARCENY","2018-02-20 05:00:00","18-903512","THEFT","04X","1900 SAN PABLO AV","Oakland","CA"
"THEFT/LARCENY","2018-04-01 10:23:00","18-016368","THEFT/PETTY THEFT W/PRIOR","19X","1200 16TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-31 22:30:00","18-016369","VEHICLE THEFT - AUTO","34X","1900 87TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-31 18:00:00","18-016370","VEHICLE THEFT - AUTO","09X","4300 BROADWAY","Oakland","CA"
"ASSAULT","2018-04-01 07:07:00","18-016371","HARM/DEATH:ELDER/DEP ADLT","24X","4100 AGUA VISTA ST","Oakland","CA"
"FRAUD","2018-02-22 15:00:00","18-903554","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","23X","1200 37TH AV","Oakland","CA"
"THEFT/LARCENY","2018-02-19 18:30:00","18-903558","THEFT","17Y","700 E 24TH ST","Oakland","CA"
"ASSAULT","2018-04-01 13:30:00","18-016383","EXHIBIT FIREARM","35X","9000 BANCROFT AV","Oakland","CA"
"ROBBERY","2018-03-10 02:30:00","18-012429","CARJACKING - STRONGARM","21Y","2700 BROOKDALE AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-31 19:00:00","18-016386","VEHICLE THEFT - AUTO","19X","1400 13TH AV","Oakland","CA"
"DUI","2018-04-01 14:06:00","18-016388","DUI ALCOHOL/DRUGS","23X","3700 INTERNATIONAL BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-01 12:30:00","18-016399","VEHICLE THEFT - AUTO","26X","50TH AV & COLISEUM WY","Oakland","CA"
"BURGLARY","2018-04-01 07:10:00","18-016406","BURGLARY-FORCIBLE ENTRY","15X","300 LESTER AV","Oakland","CA"
"THEFT/LARCENY","2018-02-19 21:10:00","18-903568","BURGLARY-AUTO","08X","2400 WEBSTER ST","Oakland","CA"
"ROBBERY","2018-04-01 16:00:00","18-016407","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","03X","00 9TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-31 22:00:00","18-016408","VEHICLE THEFT - AUTO","11X","5700 CARBERRY AV","Oakland","CA"
"ROBBERY","2018-04-01 16:30:00","18-016413","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","34X","8900 INTERNATIONAL BLVD","Oakland","CA"
"ASSAULT","2018-04-01 16:00:00","18-016414","BATTERY","02Y","300 PERALTA ST","Oakland","CA"
"ASSAULT","2018-04-01 16:36:00","18-016415","BATTERY","26X","ALAMEDA AV & HIGH ST","Oakland","CA"
"THEFT/LARCENY","2018-02-22 16:00:00","18-903577","BURGLARY-AUTO","07X","3700 MANDELA PKWY","Oakland","CA"
"ASSAULT","2018-04-01 16:45:00","18-016416","BATTERY","30X","7100 HALLIDAY AV","Oakland","CA"
"THEFT/LARCENY","2018-04-01 15:00:00","18-016418","THEFT","20X","3000 E 9TH ST","Oakland","CA"
"THEFT/LARCENY","2018-04-01 16:00:00","18-016419","THEFT","26Y","900 66TH AV","Oakland","CA"
"VANDALISM","2018-04-01 17:50:00","18-016424","VANDALISM-$400","10Y","800 45TH ST","Oakland","CA"
"ROBBERY","2018-04-01 17:11:00","18-016425","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","03Y","1300 BROADWAY","Oakland","CA"
"VANDALISM","2018-04-01 17:50:00","18-016426","VANDALISM-$400+","10Y","800 45TH ST","Oakland","CA"
"BURGLARY","2018-04-01 08:30:00","18-016428","BURGLARY-FORCIBLE ENTRY","04X","1900 TELEGRAPH AV","Oakland","CA"
"VANDALISM","2018-04-01 13:44:00","18-016436","SC VANDALISM","29X","2600 60TH AV","Oakland","CA"
"ASSAULT","2018-04-01 20:23:00","18-016441","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","30X","6900 WELD ST","Oakland","CA"
"ASSAULT","2018-04-02 10:47:00","18-016529","ADW NOT F/ARM:PO/FIRE:GBI","17X","900 E 21ST ST","Oakland","CA"
"ASSAULT","2018-04-02 10:50:00","18-016531","INFLICT CORPORAL INJURY ON SPOUSE/COHABITANT","08X","200 FAIRMOUNT AV","Oakland","CA"
"THEFT/LARCENY","2018-04-02 10:15:00","18-016534","BURGLARY-AUTO","31Y","100 98TH AV","Oakland","CA"
"THEFT/LARCENY","2018-04-02 10:15:00","18-016535","BURGLARY-AUTO","31Y","100 98TH AV","Oakland","CA"
"THEFT/LARCENY","2018-04-02 11:15:00","18-016537","BURGLARY-AUTO","16X","3200 LAKESHORE AV","Oakland","CA"
"THEFT/LARCENY","2018-02-20 21:30:00","18-903446","BURGLARY-AUTO","03X","1300 MADISON ST","Oakland","CA"
"THEFT/LARCENY","2018-04-01 21:00:00","18-016443","ATTEMPT THEFT","26X","51ST AV & INTERNATIONAL BLVD","Oakland","CA"
"ROBBERY","2018-04-01 21:05:00","18-016445","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","26Y","6900 SPENCER ST","Oakland","CA"
"ASSAULT","2018-04-01 21:05:00","18-016449","BATTERY","26Y","80TH AV & RUDSDALE ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-01 22:28:00","18-016451","VEHICLE THEFT - AUTO","19X","1100 EMBARCADERO","Oakland","CA"
"ASSAULT","2018-04-01 22:30:00","18-016456","EXHIBIT FIREARM","32Y","9900 MACARTHUR BLVD","Oakland","CA"
"ARSON","2018-04-01 23:03:00","18-016458","ARSON: PROPERTY","34X","88TH AV & INTERNATIONAL BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-01 23:33:00","18-016460","VEHICLE THEFT - AUTO","20X","CHAPMAN ST & PETERSON ST","Oakland","CA"
"THEFT/LARCENY","2018-03-21 16:30:00","18-904447","BURGLARY-AUTO","01X","300 WEBSTER ST","Oakland","CA"
"THEFT/LARCENY","2018-03-21 20:30:00","18-904448","BURGLARY-AUTO","12X","500 49TH ST","Oakland","CA"
"VANDALISM","2018-03-20 09:00:00","18-904453","VANDALISM","23X","4000 SAN LEANDRO ST","Oakland","CA"
"BURGLARY","2018-03-20 13:35:00","18-904456","BURGLARY-FORCIBLE ENTRY","07X","3400 CHESTNUT ST","Oakland","CA"
"THEFT/LARCENY","2018-03-19 23:30:00","18-904458","THEFT","04X","1400 BROADWAY","Oakland","CA"
"THEFT/LARCENY","2018-03-22 19:00:00","18-904459","BURGLARY-AUTO","08X","500 27TH ST","Oakland","CA"
"FRAUD","2018-03-19 12:00:00","18-904462","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","13Z","8500 SKYLINE BLVD","Oakland","CA"
"THEFT/LARCENY","2018-03-21 20:00:00","18-904464","BURGLARY-AUTO","77X","CHENEY AVE","Oakland","CA"
"THEFT/LARCENY","2018-03-22 00:00:00","18-904465","BURGLARY-AUTO","07X","1000 32ND ST","Oakland","CA"
"THEFT/LARCENY","2018-03-21 19:30:00","18-904466","BURGLARY-AUTO","03X","300 13TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-21 08:15:00","18-904467","BURGLARY-AUTO","14X","400 GRAND AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-21 23:55:00","18-904468","ATTEMPT VEHICLE THEFT-AUTO","21Y","2900 COOLIDGE AV","Oakland","CA"
"THEFT/LARCENY","2018-03-21 21:15:00","18-904469","BURGLARY-AUTO","12X","4600 TELEGRAPH AV","Oakland","CA"
"THEFT/LARCENY","2018-04-01 19:00:00","18-016523","BURGLARY-AUTO","30X","7200 FRESNO ST","Oakland","CA"
"FRAUD","2018-04-02 12:34:00","18-016543","GET CREDIT/ETC OTHER'S ID","03Y","400 7TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-22 20:05:00","18-904478","BURGLARY-AUTO","14Y","3700 GRAND AV","Oakland","CA"
"FRAUD","2018-03-19 14:50:00","18-904479","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","22X","2500 WILBUR ST","Oakland","CA"
"THEFT/LARCENY","2018-03-22 20:45:00","18-904480","BURGLARY-AUTO","08X","2400 WEBSTER ST","Oakland","CA"
"THEFT/LARCENY","2018-03-22 23:00:00","18-904481","BURGLARY-AUTO","21Y","3300 SUTER ST","Oakland","CA"
"VANDALISM","2018-03-22 23:15:00","18-904482","VANDALISM","03X","1200 WEBSTER ST","Oakland","CA"
"THEFT/LARCENY","2018-03-22 08:30:00","18-904483","THEFT","04X","20TH ST & BROADWAY","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-19 01:00:00","18-904484","ATTEMPT VEHICLE THEFT-AUTO","22Y","00 KIMBERLIN HEIGHTS DR","Oakland","CA"
"THEFT/LARCENY","2018-03-19 18:20:00","18-904485","THEFT","12X","400 49TH ST","Oakland","CA"
"THEFT/LARCENY","2018-04-01 13:30:00","18-016546","THEFT","29X","6800 MACARTHUR BLVD","Oakland","CA"
"FRAUD","2018-04-02 12:51:00","18-016548","USE OTHERS ID:CREDIT/ETC","34X","2000 89TH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-19 18:00:00","18-904490","BURGLARY-AUTO","14X","400 MACARTHUR BLVD","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-02 10:00:00","18-016551","VEHICLE THEFT - AUTO","04X","500 18TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-22 17:30:00","18-904493","BURGLARY-AUTO","04X","300 22ND ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-01 16:30:00","18-016435","VEHICLE THEFT - AUTO","03X","1100 MADISON ST","Oakland","CA"
"BURGLARY","2018-03-18 17:00:00","18-904494","BURGLARY-FORCIBLE ENTRY","31Y","00 98TH AV","Oakland","CA"
"THEFT/LARCENY","2018-02-12 15:30:00","18-903319","GRAND THEFT","12Y","500 FOREST ST","Oakland","CA"
"THEFT/LARCENY","2018-03-22 22:00:00","18-904495","BURGLARY-AUTO","04X","1500 ALICE ST","Oakland","CA"
"THEFT/LARCENY","2018-03-17 00:00:00","18-904319","BURGLARY-AUTO","04X","1500 FRANKLIN ST","Oakland","CA"
"VANDALISM","2018-03-17 18:00:00","18-904322","VANDALISM","17X","5TH AV","Oakland","CA"
"VANDALISM","2018-03-17 22:00:00","18-904323","VANDALISM","21X","2500 24TH AV","Oakland","CA"
"VANDALISM","2018-03-18 20:00:00","18-904324","VANDALISM","25X","3900 KANSAS ST","Oakland","CA"
"THEFT/LARCENY","2018-03-19 13:38:00","18-904325","THEFT","15X","1000 MACARTHUR BLVD","Oakland","CA"
"VANDALISM","2018-03-19 07:20:00","18-904348","VANDALISM","01X","100 WASHINGTON ST","Oakland","CA"
"THEFT/LARCENY","2018-03-19 23:15:00","18-904350","BURGLARY-AUTO","77X","BELLA VISTA AVE","Oakland","CA"
"THEFT/LARCENY","2018-03-19 21:30:00","18-904352","BURGLARY-AUTO","04X","500 18TH ST","Oakland","CA"
"FRAUD","2018-03-20 17:25:00","18-904357","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","04X","1700 FRANKLIN ST","Oakland","CA"
"FRAUD","2018-03-20 16:55:00","18-904358","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","02Y","1700 10TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-20 12:45:00","18-904359","BURGLARY-AUTO","31X","600 HEGENBERGER RD","Oakland","CA"
"THEFT/LARCENY","2018-03-18 11:30:00","18-904360","BURGLARY-AUTO","77X","CASTRO ST","Oakland","CA"
"DISTURBING THE PEACE","2018-03-20 12:44:00","18-904361","ANNOYING TELEPHONE CALL:OBSCENE/THREATENING","06X","800 36TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-20 13:05:00","18-904362","THEFT","03Y","1200 CLAY ST","Oakland","CA"
"THEFT/LARCENY","2018-03-19 09:00:00","18-904364","BURGLARY-AUTO","06X","600 W MACARTHUR BLVD","Oakland","CA"
"THEFT/LARCENY","2018-03-18 10:00:00","18-904365","BURGLARY-AUTO","15X","600 MACARTHUR BLVD","Oakland","CA"
"THEFT/LARCENY","2018-03-20 02:00:00","18-904368","BURGLARY-AUTO","19X","1100 9TH AV","Oakland","CA"
"VANDALISM","2018-03-20 00:00:00","18-904369","VANDALISM","77X","1300 64TH ST","Oakland","CA"
"VANDALISM","2018-03-20 07:05:00","18-904370","VANDALISM","12X","700 52ND ST","Oakland","CA"
"THEFT/LARCENY","2018-02-13 20:17:00","18-903310","THEFT","27Y","5900 HARMON AV","Oakland","CA"
"THEFT/LARCENY","2018-03-19 19:25:00","18-904371","GRAND THEFT","02Y","1400 7TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-19 22:20:00","18-904373","BURGLARY-AUTO","05X","MAGNOLIA ST & W GRAND AV","Oakland","CA"
"THEFT/LARCENY","2018-03-19 20:45:00","18-904374","BURGLARY-AUTO","14Y","3300 GRAND AV","Oakland","CA"
"THEFT/LARCENY","2018-03-20 18:00:00","18-904381","BURGLARY-AUTO","77X","20TH ST","Oakland","CA"
"VANDALISM","2018-03-20 10:00:00","18-904382","VANDALISM","20X","3000 E 9TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-19 08:30:00","18-904383","BURGLARY-AUTO","12X","5000 TELEGRAPH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-20 09:15:00","18-904385","THEFT","09X","00 GLEN AV","Oakland","CA"
"THEFT/LARCENY","2018-03-20 17:00:00","18-904386","BURGLARY-AUTO","17X","900 E 19TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-21 09:00:00","18-904388","BURGLARY-AUTO","05X","700 16TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-20 19:45:00","18-904390","BURGLARY-AUTO","04X","21ST ST & TELEGRAPH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-21 11:55:00","18-904392","THEFT","16Y","3700 13TH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-20 13:25:00","18-904393","THEFT","28X","3200 MILLSVIEW AV","Oakland","CA"
"THEFT/LARCENY","2018-03-20 22:00:00","18-904397","THEFT","18Y","2200 19TH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-21 06:35:00","18-904398","BURGLARY-AUTO","16X","3200 LAKESHORE AV","Oakland","CA"
"THEFT/LARCENY","2018-03-21 00:00:00","18-904399","GRAND THEFT","08X","100 HAMILTON PL","Oakland","CA"
"THEFT/LARCENY","2018-03-19 14:00:00","18-904400","GRAND THEFT","31X","00 AIRPORT DR","Oakland","CA"
"VANDALISM","2018-03-20 15:00:00","18-904401","VANDALISM","77X","MILES AV","Oakland","CA"
"THEFT/LARCENY","2018-03-21 10:05:00","18-904403","BURGLARY-AUTO","03X","1200 WEBSTER ST","Oakland","CA"
"THEFT/LARCENY","2018-03-21 10:00:00","18-904404","BURGLARY-AUTO","77X","HARRISON ST","Oakland","CA"
"VANDALISM","2018-03-20 01:51:00","18-904405","VANDALISM","12Y","5600 TELEGRAPH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-20 23:35:00","18-904407","GRAND THEFT","10Y","600 42ND ST","Oakland","CA"
"THEFT/LARCENY","2018-03-20 16:00:00","18-904408","THEFT","12X","300 45TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-21 16:00:00","18-904410","GRAND THEFT","26Y","7500 RUDSDALE ST","Oakland","CA"
"THEFT/LARCENY","2018-03-21 00:30:00","18-904411","BURGLARY-AUTO","02X","1100 12TH ST","Oakland","CA"
"VANDALISM","2018-03-21 16:15:00","18-904412","VANDALISM","14X","200 BAY PL","Oakland","CA"
"THEFT/LARCENY","2018-03-21 11:10:00","18-904413","BURGLARY-AUTO","04X","1400 ALICE ST","Oakland","CA"
"VANDALISM","2018-03-21 00:00:00","18-904414","VANDALISM","77X","MACARTHUR BOULEVARD","Oakland","CA"
"THEFT/LARCENY","2018-03-21 15:30:00","18-904416","BURGLARY-AUTO","03Y","500 10TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-03-19 08:45:00","18-904418","ATTEMPT VEHICLE THEFT-AUTO","16X","3200 LAKESHORE AV","Oakland","CA"
"VANDALISM","2018-03-20 02:24:00","18-904419","VANDALISM","03X","900 FRANKLIN ST","Oakland","CA"
"ASSAULT","2018-04-02 09:20:00","18-016515","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","18X","2000 23RD AV","Oakland","CA"
"VANDALISM","2018-03-21 08:00:00","18-904421","VANDALISM","26Y","1200 76TH AV","Oakland","CA"
"VANDALISM","2018-03-20 08:00:00","18-904423","VANDALISM","77X","DOOLITTLE DRIVE","Oakland","CA"
"THEFT/LARCENY","2018-03-22 15:50:00","18-904425","THEFT","03Y","1000 BROADWAY","Oakland","CA"
"THEFT/LARCENY","2018-03-21 21:05:00","18-904428","BURGLARY-AUTO","12X","300 40TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-22 02:00:00","18-904430","BURGLARY-AUTO","32Y","9900 VOLTAIRE AV","Oakland","CA"
"VANDALISM","2018-03-21 12:00:00","18-904431","VANDALISM","14X","400 GRAND AV","Oakland","CA"
"THEFT/LARCENY","2018-03-20 23:00:00","18-904433","THEFT","14X","600 GRAND AV","Oakland","CA"
"THEFT/LARCENY","2018-03-20 14:25:00","18-904434","THEFT","09X","4500 GILBERT ST","Oakland","CA"
"THEFT/LARCENY","2018-03-21 09:05:00","18-904435","THEFT","23X","3900 ALAMEDA AV","Oakland","CA"
"BURGLARY","2018-03-21 14:00:00","18-904436","BURGLARY-FORCIBLE ENTRY","18X","1900 16TH AV","Oakland","CA"
"THEFT/LARCENY","2018-03-22 12:15:00","18-904437","BURGLARY-AUTO","07X","2500 MANDELA PKWY","Oakland","CA"
"BURGLARY","2018-03-21 23:20:00","18-904438","BURGLARY-FORCIBLE ENTRY","22X","4400 ARCADIA AV","Oakland","CA"
"FRAUD","2018-03-22 12:15:00","18-904439","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","11X","6100 SHATTUCK AV","Oakland","CA"
"THEFT/LARCENY","2018-03-21 18:30:00","18-904441","BURGLARY-AUTO","04X","500 19TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-21 23:30:00","18-904442","BURGLARY-AUTO","04X","500 17TH ST","Oakland","CA"
"BURGLARY","2018-03-19 19:20:00","18-904444","BURGLARY-FORCIBLE ENTRY","06X","900 34TH ST","Oakland","CA"
"THEFT/LARCENY","2018-03-20 08:00:00","18-904445","THEFT","09X","4500 GILBERT ST","Oakland","CA"
"FRAUD","2018-03-21 22:12:00","18-904446","USE ANOTHER'S PERSONAL IDENTIFICATION TO OBTAIN CREDIT/ETC.","21X","2500 GRANDE VISTA AV","Oakland","CA"
"BURGLARY","2018-04-03 10:00:00","18-016761","BURGLARY-FORCIBLE ENTRY","27X","4700 MELROSE AV","Oakland","CA"
"THEFT/LARCENY","2018-04-03 06:30:00","18-016765","BURGLARY-AUTO","12X","300 49TH ST","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-03 16:23:00","18-016766","VEHICLE THEFT - AUTO","77X","00 TUNNEL RD","Oakland","CA"
"VANDALISM","2018-04-03 16:40:00","18-016781","VANDALISM","12Y","5400 CLAREMONT AV","Oakland","CA"
"THEFT/LARCENY","2018-04-03 18:09:00","18-016782","THEFT","33X","1000 98TH AV","Oakland","CA"
"MOTOR VEHICLE THEFT","2018-04-03 07:00:00","18-016784","VEHICLE THEFT - AUTO","24X","3500 DAVIS ST","Oakland","CA"
"ROBBERY","2018-04-03 13:00:00","18-016791","ATTEMPTED ROBBERY-OTHER DANGEROUS WEAPON","23X","3800 INTERNATIONAL BLVD","Oakland","CA"
"DRUGS/ALCOHOL VIOLATIONS","2018-04-03 16:00:00","18-016767","POSSESS CONTROLLED SUBSTANCE PARAPHERNALIA","34X","1400 83RD AV","Oakland","CA"
"THEFT/LARCENY","2018-04-03 11:19:00","18-016770","THEFT","33X","8300 A ST","Oakland","CA"
"DUI","2018-04-03 21:00:00","18-016811","POSS MARIJUANA W/DRIVING","31X","7000 COLISEUM WY","Oakland","CA"
"ASSAULT","2018-04-03 21:00:00","18-016812","BATTERY","02X","900 POPLAR CT","Oakland","CA"
"THEFT/LARCENY","2018-04-03 21:00:00","18-016814","BURGLARY-AUTO","03X","12TH ST & WEBSTER ST","Oakland","CA"
"ASSAULT","2018-04-03 21:00:00","18-016815","BRANDISHING FIREARM REPLICA","07X","2600 SAN PABLO AV","Oakland","CA"
"THEFT/LARCENY","2018-04-02 18:30:00","18-016816","THEFT","77X","11000 APRICOT ST","Oakland","CA"
"ASSAULT","2018-04-03 22:32:00","18-016822","BATTERY","34X","8900 INTERNATIONAL BLVD","Oakland","CA"
"ROBBERY","2018-04-03 22:35:00","18-016824","ROBBERY - STRONG ARM (HANDS, FISTS, FEET, ETC.)","14X","300 BELMONT ST","Oakland","CA"
"THEFT/LARCENY","2018-04-03 08:00:00","18-016825","THEFT","33X","9400 B ST","Oakland","CA"
"ASSAULT","2018-04-03 22:00:00","18-016826","BATTERY:SPOUSE/EX SPOUSE/DATE/ETC","02Y","1500 5TH ST","Oakland","CA"
"THEFT/LARCENY","2018-04-03 21:33:00","18-016830","BURGLARY-AUTO","01X","00 BROADWAY","Oakland","CA"
